,,Ruzicka
FM,KON,0.005277044854881266
AVD,AVG,0.005235602094240838
ADJA<VVPP,PTKVZ,0.005235602094240838
AVD,KO*,0.005235602094240838
AVD,AVW,0.005215123859191656
CARDN,PI,0.005208333333333333
DDART,VVFIN.*,0.005199306759098787
ADJA<VVPP,VMFIN.*,0.0051813471502590676
CARDA,DGA,0.0051813471502590676
AVD,DRELA,0.00516795865633075
DPOSA,VVFIN.*,0.005145797598627788
AVD,AVNEG,0.005121638924455826
PI,VKFIN.konj,0.00510204081632653
VMINF,VVFIN.ind,0.005050505050505051
CARDS,KOUS,0.005050505050505051
CARDA,DNEGA,0.005025125628140704
NA,VMFIN.*,0.005023255813953489
KOUS,NE,0.005010737294201861
FM,KOUS,0.005
DDN,OA,0.005
VAFIN.konj,VVFIN.ind,0.004987531172069825
KO*,OA,0.004975124378109453
AVD,VAFIN.ind,0.0049504950495049506
PI,VAFIN.konj,0.0049504950495049506
OA,PTKG,0.0049504950495049506
OA,PTKZU,0.0049504950495049506
AVW,OA,0.0049382716049382715
ADJV,VVPP,0.004936530324400564
AVNEG,PI,0.0049261083743842365
DDART,VVINF,0.0049157303370786515
DDS,PAVAP,0.004901960784313725
AVNEG,DIA,0.004901960784313725
AVD,FM,0.004897159647404506
ADJA<VVPP,ADJD,0.00487012987012987
OA,VVIMP,0.004842615012106538
CARDA,PNEG,0.004830917874396135
DIA,DPOSS,0.004830917874396135
KON,NA,0.004808581468466802
VVIMP,VVPS,0.004807692307692308
OA,VAFIN.konj,0.004784688995215311
DIN,OA,0.004784688995215311
ADJV,CARDA,0.004784688995215311
APPO,OA,0.004750593824228029
DPOSS,OA,0.004739336492890996
ADJA,PTKA,0.004726536124240378
VVFIN.*,VVPS,0.004720692368214005
APPR,DIA,0.004705882352941176
NE,VMFIN.konj,0.004702194357366771
ADJA,CARDS,0.004676018704074816
ADJS,VVPS,0.004640371229698376
AVREL,PI,0.004629629629629629
NA,PPER,0.00462877244954638
ADJA<VVPP,PPER,0.004608294930875576
CARDA,VVFIN.konj,0.004608294930875576
PI,VKFIN.*,0.0045662100456621
NE,VVPP,0.004552980132450331
DPOSS,VVFIN.*,0.004537205081669692
OA,VAFIN.ind,0.004484304932735426
ADJA<VVPP,KON,0.004464285714285714
DIA,DNEGA,0.0044444444444444444
ADJN,NA,0.004420703628660895
VMINF,VVINF,0.004418262150220913
ADJA<VVPP,PAVAP,0.004405286343612335
AVREL,VVPS,0.004405286343612335
KOKOM,VVINF,0.00436046511627907
KON,NE,0.004357298474945534
DDA,OA,0.004310344827586207
VKPP,VVPP,0.004284490145672665
PI,VAFIN.*,0.00423728813559322
VKFIN.*,VVPP,0.0041841004184100415
ADJS,DDN,0.004166666666666667
CARDS,DIA,0.004132231404958678
ADJA,DIS,0.004120879120879121
PNEG,VVPS,0.00411522633744856
VVFIN.ind,VVPS,0.004098360655737705
NA,PTKVZ,0.004090740052063964
APPR,KO*,0.0040650406504065045
NA,PAVAP,0.004063538973032878
ADJA,VAINF,0.00404040404040404
ADJS,VMINF,0.004032258064516129
PTKVZ,VVPP,0.0040192926045016075
APPR,AVW,0.004016064257028112
ADJS,FM,0.004008016032064128
ADJN,PPER,0.004
ADJA<VVPP,OA,0.003968253968253968
APPR,PAVREL,0.003968253968253968
PI,VVFIN.*,0.003965107057890563
ADJD,NE,0.0039548022598870055
ADJA<VVPS,ADJS,0.003952569169960474
ADJS,DIS,0.00392156862745098
KON,VVPP,0.003915426781519186
AVD,PTKZU,0.003911342894393742
PAVAP,VVPP,0.00390625
ADJS,VMFIN.konj,0.00390625
APPR,VVIMP,0.0038910505836575876
ADJN,KON,0.0038910505836575876
ADJS,DIN,0.003875968992248062
APPR,PTKNEG,0.003875968992248062
ADJA,PPER,0.0038684719535783366
ADJS,AVNEG,0.003861003861003861
DDART,DIA,0.0038461538461538464
ADJA,PAVAP,0.003843689942344651
ADJD,PAVREL,0.003838771593090211
ADJV,FM,0.0038314176245210726
AVD,DPOSS,0.003821656050955414
DPDS,FM,0.003816793893129771
ADJD,VKFIN.konj,0.0038095238095238095
APPR,AVNEG,0.0038022813688212928
ADJD,PTKNEG,0.003795066413662239
APPR,PRF,0.003787878787878788
ADJD,DIS,0.003787878787878788
VKFIN.konj,VVFIN.ind,0.0037641154328732747
ADJV,DPOSD,0.0037593984962406013
APPR,DPOSS,0.0037593984962406013
ADJS,KOKOM,0.0037593984962406013
ADJD,AVNEG,0.0037593984962406013
ADJD,PAVD,0.00375234521575985
ADJD,PRF,0.00375234521575985
ADJD,DPOSS,0.003738317757009346
ADJN,OA,0.0037243947858473
DDART,VVPS,0.003703703703703704
AVD,PNEG,0.0036991368680641184
FM,VMINF,0.0036900369003690036
ADJV,CARDN,0.0036900369003690036
DIA,DPOSA,0.003676470588235294
ADJD,AVREL,0.003669724770642202
VVFIN.*,VVIMP,0.003656307129798903
ADJS,VKFIN.*,0.0036363636363636364
ADJV,VKFIN.konj,0.0036363636363636364
ADJV,VVIMP,0.0036231884057971015
FM,VVIMP,0.0036231884057971015
ADJN,KOUS,0.0035971223021582736
VAFIN,VVFIN.konj,0.0035971223021582736
AVREL,VVFIN.*,0.0035938903863432167
VMFIN.ind,VVINF,0.003589375448671931
APPR,VKFIN.*,0.0035842293906810036
PTKVZ,VVPS,0.0035842293906810036
FM,VMFIN.konj,0.0035842293906810036
ADJN,NE,0.00357653791130186
PG,VVFIN.*,0.0035650623885918
ADJD,PNEG,0.0035650623885918
ADJV,VAFIN.konj,0.0035587188612099642
FM,PKOR,0.0035587188612099642
ADJS,PTKA,0.0035587188612099642
ADJD,DRELS,0.003552397868561279
ADJV,AVNEG,0.0035460992907801418
DPOSD,VVFIN.konj,0.0035460992907801418
PTKG,VVFIN.konj,0.0035335689045936395
PTKZU,VVFIN.konj,0.0035335689045936395
ADJS,VAINF,0.0035211267605633804
ADJV,DPOSS,0.0035087719298245615
APPR,PG,0.0035087719298245615
ADJD,CARDS,0.0035087719298245615
ADJS,VAFIN.ind,0.0034965034965034965
VKPP,VVFIN.konj,0.0034965034965034965
DDS,VVINF,0.0034916201117318434
VKINF,VVFIN.konj,0.003484320557491289
DPOSA,VVINF,0.0034770514603616135
ADJA<VVPP,PI,0.003472222222222222
ADJS,PNEG,0.003472222222222222
APPR,VAINF,0.003472222222222222
ADJV,KOKOM,0.0034602076124567475
DIART,FM,0.0034602076124567475
APPR,VAFIN.ind,0.0034482758620689655
ADJA,DIN,0.003424657534246575
VVFIN.konj,VVIMP,0.003424657534246575
FM,PTKN,0.003424657534246575
ADJA,APPO,0.003417634996582365
VVIMP,VVPP,0.0034071550255536627
APPR,DRELS,0.003401360544217687
ADJV,AVREL,0.003389830508474576
ADJD,DDS,0.003367003367003367
PKOR,VVFIN.konj,0.003367003367003367
NA,VAFIN.*,0.0033644859813084112
ADJV,VKFIN.*,0.003355704697986577
ADJA,VAFIN.*,0.0033467202141900937
ADJA<VVPP,VVPS,0.0033444816053511705
ADJD,VMFIN.*,0.00333889816360601
ADJD,DPOSA,0.0033333333333333335
APPO,VVFIN.konj,0.0033333333333333335
KON,VVFIN.ind,0.0033259423503325942
APPR,CARDS,0.0033222591362126247
CARDA,VVINF,0.0033178500331785005
VAFIN.*,VVPP,0.0032976092333058533
ADJV,PG,0.003289473684210526
DIART,VVFIN.konj,0.003278688524590164
FM,VMFIN.ind,0.003278688524590164
DIA,PAVAP,0.003278688524590164
PI,VVINF,0.0032637075718015664
ADJV,VAINF,0.003257328990228013
APPR,DDA,0.003246753246753247
PTKN,VVFIN.konj,0.003246753246753247
ADJV,VAFIN.ind,0.003236245954692557
FM,VAFIN.ind,0.003236245954692557
ADJV,PNEG,0.003215434083601286
KON,VVPS,0.003205128205128205
DNEGA,VVFIN.konj,0.003134796238244514
ADJN,PI,0.003115264797507788
ADJS,PTKVZ,0.0030864197530864196
KOUS,VVPP,0.003079291762894534
PNEG,VVFIN.konj,0.0030581039755351682
DRELS,VVFIN.konj,0.00303951367781155
APPR,VMFIN.*,0.0030303030303030303
KOUS,VVPS,0.003003003003003003
NA,VMFIN.ind,0.002995132909022838
CARDS,VVFIN.konj,0.002976190476190476
NE,PTKVZ,0.0029717682020802376
ADJA,FM,0.002937720329024677
CARDA,DIA,0.002932551319648094
VMFIN.konj,VVINF,0.0029239766081871343
NE,PPER,0.0029154518950437317
DPOSS,VVINF,0.002911208151382824
DDS,FM,0.0029069767441860465
FM,PTKVZ,0.002881844380403458
ADJA<VVPP,APPR,0.0028735632183908046
FM,VMFIN.*,0.0028653295128939827
ADJV,VMFIN.*,0.0028653295128939827
VAFIN.ind,VVINF,0.002861230329041488
ADJV,DPOSA,0.002857142857142857
CARDA,NE,0.0028208744710860366
ADJS,PAVAP,0.002777777777777778
DPOSD,VVFIN.*,0.0027649769585253456
NA,PI,0.0027362276541408243
DIART,VVFIN.*,0.002707581227436823
ADJA,VKFIN.*,0.0027063599458728013
ADJA,VAFIN.ind,0.002686366689053056
DRELS,VVFIN.*,0.00265017667844523
ADJA,DDART,0.002635046113306983
NA,VKFIN.*,0.0026231965523702454
DDA,VVFIN.*,0.002617801047120419
AVD,PAVG,0.002617801047120419
ADJA<VVPP,VVFIN.konj,0.0026109660574412533
AVD,VMINF,0.0025906735751295338
ADJD,FM,0.00258732212160414
AVD,VVIMP,0.002574002574002574
VKINF,VVPP,0.002564102564102564
AVD,VMFIN.konj,0.002564102564102564
AVD,VKFIN.ind,0.0025348542458808617
AVD,DGA,0.002506265664160401
OA,PTKREL,0.0025
DPDS,OA,0.0025
OA,PAVG,0.0024937655860349127
DGS,OA,0.0024937655860349127
VAFIN.ind,VVPP,0.0024834437086092716
AVG,OA,0.0024813895781637717
AVD,VAINF,0.0024752475247524753
AVREL,VVFIN.ind,0.0024449877750611247
NA,VAINF,0.0024312698709556763
DDART,VVPP,0.002425222312045271
PG,VVFIN.ind,0.0024183796856106408
VAINF,VVFIN.ind,0.0024096385542168677
CARDA,NA,0.0023813885326982964
OA,PRF,0.0023752969121140144
CARDS,VVFIN.ind,0.002372479240806643
OA,VKFIN.ind,0.002347417840375587
NE,VAFIN.konj,0.00234192037470726
DGA,OA,0.0022988505747126436
APPR,VVPS,0.0022935779816513763
CARDS,NE,0.0022727272727272726
ADJS,XY,0.0022598870056497176
NA,VMFIN.konj,0.002255639097744361
ADJV,PI,0.0022522522522522522
OA,VAINF,0.0022471910112359553
FM,VVFIN.*,0.0022354694485842027
DDART,NA,0.002230897936419409
OA,PNEG,0.0022271714922048997
DPOSA,NA,0.0022259321090706734
VVPP,VVPS,0.0022156573116691287
VVIMP,VVINF,0.0021961932650073207
PKOR,VVINF,0.002188183807439825
VAFIN.konj,VVINF,0.002188183807439825
APPO,VVINF,0.002183406113537118
DIART,VVINF,0.002175489485134155
PI,VVFIN.konj,0.002173913043478261
PTKN,VVINF,0.002170767004341534
DIA,VVFIN.konj,0.0021691973969631237
AVREL,VVINF,0.0021660649819494585
DRELS,VVINF,0.0021382751247327157
CARDS,VVINF,0.002127659574468085
CARDA,VVFIN.ind,0.0021231422505307855
AVD,VVPS,0.0020920502092050207
ADJS,APPR,0.002079002079002079
ADJA,VKFIN.konj,0.0020604395604395605
DPOSA,OA,0.0020491803278688526
ADJA,AVREL,0.0020325203252032522
ADJA,VMFIN.ind,0.002018842530282638
FM,NA,0.001976639712488769
ADJD,DDN,0.0019455252918287938
ADJS,VVFIN.konj,0.001937984496124031
ADJD,AVW,0.0019267822736030828
ADJD,VKPP,0.0019193857965451055
ADJD,VVIMP,0.0018975332068311196
ADJA<VVPS,ADJD,0.0018975332068311196
ADJD,VAFIN.konj,0.0018796992481203006
ADJD,DIN,0.0018796992481203006
NA,VAFIN.ind,0.0018684603886397607
ADJD,KOKOM,0.001851851851851852
PRF,VVFIN.*,0.001813236627379873
PTKN,VVFIN.*,0.0017985611510791368
ADJD,VMFIN.ind,0.0017985611510791368
PNEG,VVFIN.*,0.0017683465959328027
ADJD,DDA,0.0017301038062283738
VAPP,VVPP,0.001718213058419244
VMINF,VVPP,0.0017079419299743809
PTKNEG,VVPP,0.0016992353440951572
APPO,NA,0.0016891891891891893
VKFIN.ind,VVPP,0.0016835016835016834
DIART,VVPP,0.001682085786375105
DRELS,NA,0.0016800448011946986
AVREL,VVPP,0.0016736401673640166
VAINF,VVPP,0.0016570008285004142
PNEG,VVPP,0.0016515276630883566
DIA,VVFIN.*,0.0015810276679841897
KOKOM,NE,0.0015503875968992248
AVREL,NE,0.0015432098765432098
NE,VKFIN.*,0.001539645881447267
NE,PTKA,0.0015325670498084292
NE,VAFIN.ind,0.0015267175572519084
VMINF,XY,0.0015220700152207
DDA,NE,0.0015060240963855422
NA,VKFIN.konj,0.0015037593984962407
VMFIN.konj,XY,0.0015037593984962407
DPOSS,NA,0.00150093808630394
AVREL,NA,0.00149812734082397
NA,PG,0.0014956066554496167
NA,PTKA,0.0014956066554496167
DDART,NE,0.0014936519790888724
ADJD,CARDA,0.0014925373134328358
CARDS,NA,0.0014911463187325257
DDS,NE,0.001486988847583643
DPOSD,VVINF,0.0014738393515106854
PTKNEG,VVINF,0.0014619883040935672
VKFIN.ind,VVINF,0.0014503263234227702
VMFIN.ind,XY,0.001447178002894356
ADJD,DIA,0.0014367816091954023
PG,VVINF,0.0014336917562724014
AVD,XY,0.0014184397163120568
DDA,VVINF,0.0014104372355430183
ADJA,PAVREL,0.0013764624913971094
ADJA,VMINF,0.0013764624913971094
NE,VVPS,0.0013736263736263737
ADJA,ADJA<VVPS,0.0013717421124828531
ADJA,VMFIN.konj,0.0013689253935660506
ADJA,PAVD,0.0013651877133105802
VMFIN.*,XY,0.0013605442176870747
ADJA,VKFIN.ind,0.0013605442176870747
ADJA,DIART,0.0013596193065941536
ADJA,KOKOM,0.0013596193065941536
ADJA,DDA,0.0013253810470510272
PPER,XY,0.0013175230566534915
NA,VVIMP,0.0013152950018789928
NA,VAFIN.konj,0.001314060446780552
ADJA,DDS,0.001310615989515072
AVD,DID,0.0013089005235602095
AVD,PTKREL,0.0013089005235602095
AVD,DDD,0.0013089005235602095
AVD,DDN,0.00130718954248366
AVD,DDSA,0.00130718954248366
DIA,VVINF,0.0013020833333333333
AVD,CARDN,0.00129366106080207
ADJA<VVPP,NA,0.0012931830777757251
AVD,VKFIN.konj,0.001287001287001287
AVD,PTKNEG,0.0012836970474967907
DIA,NA,0.0012748133309051174
VAFIN,VVFIN.ind,0.001272264631043257
KOUS,XY,0.0012706480304955528
AVW,VVFIN.ind,0.0012626262626262627
AVD,VKFIN.*,0.00125
CARDA,XY,0.0012422360248447205
DPOSS,VVFIN.ind,0.0012360939431396785
KOKOM,VVFIN.ind,0.0012300123001230013
PTKA,VVFIN.ind,0.0012077294685990338
PNEG,VVFIN.ind,0.0011976047904191617
DRELS,VVFIN.ind,0.0011947431302270011
DDA,VVFIN.ind,0.0011750881316098707
DDART,VVFIN.ind,0.001160092807424594
DDS,VVFIN.ind,0.001152073732718894
ADJA<VVPP,AVD,0.0011507479861910242
DPOSA,VVFIN.ind,0.0011441647597254005
NA,PAVD,0.001125703564727955
NA,VKFIN.ind,0.0011246485473289597
DIART,NA,0.0011244377811094452
NA,PNEG,0.0011198208286674132
DDS,NA,0.0011129660545353367
ADJV,XY,0.0011001100110011
VVFIN.konj,XY,0.001081081081081081
ADJA,XY,0.0009564801530368245
FM,VVFIN.ind,0.0009551098376313276
NA,VMINF,0.0009400263207369807
NA,PTKN,0.0009363295880149813
VAFIN,VVFIN.*,0.0009233610341643582
DPOSN,VVFIN.*,0.0009225092250922509
VAPP,VVFIN.*,0.0009216589861751152
PTKG,VVFIN.*,0.0009191176470588235
PTKZU,VVFIN.*,0.0009191176470588235
AVW,VVFIN.*,0.0009182736455463728
VKPP,VVFIN.*,0.0009165902841429881
PAVREL,VVFIN.*,0.0009157509157509158
PTKNEG,VVFIN.*,0.0009107468123861566
DIS,VVFIN.*,0.0009099181073703367
PKOR,VVFIN.*,0.0009074410163339383
PAVD,VVFIN.*,0.0009057971014492754
APPO,VVFIN.*,0.0009049773755656109
KOKOM,VVFIN.*,0.0009009009009009009
DNEGA,VVFIN.*,0.0008896797153024911
PTKA,VVFIN.*,0.0008888888888888889
ADJD,XY,0.0008620689655172414
DNEGS,VVPP,0.000859106529209622
PTKANT,VVPP,0.0008583690987124463
KO*,VVPP,0.0008576329331046312
PAVREL,VVPP,0.0008532423208191126
VKFIN.konj,VVPP,0.0008503401360544217
DIS,VVPP,0.0008481764206955047
VAFIN.konj,VVPP,0.0008460236886632825
PRF,VVPP,0.0008445945945945946
PAVD,VVPP,0.0008445945945945946
KOKOM,VVPP,0.0008403361344537816
DNEGA,VVPP,0.0008305647840531562
VMFIN.ind,VVPP,0.0008291873963515755
DRELS,VVPP,0.0008237232289950577
CARDS,VVPP,0.000819000819000819
DDA,VVPP,0.0008143322475570033
DDS,VVPP,0.0008032128514056225
VMFIN.*,VVPP,0.0008
AVW,NE,0.0007874015748031496
NE,VMINF,0.0007855459544383347
CARDN,NE,0.0007855459544383347
PPER,VVPP,0.0007849293563579278
NE,VKFIN.konj,0.0007830853563038371
DRELA,NE,0.0007830853563038371
NE,VVIMP,0.000782472613458529
NE,PKOR,0.000779423226812159
DPOSS,NE,0.000777000777000777
NE,VAINF,0.0007639419404125286
NE,PNEG,0.0007616146230007616
DRELS,NE,0.0007604562737642585
NE,VAFIN.*,0.0007593014426727411
NA,VKINF,0.0007518796992481203
NA,PAVREL,0.0007518796992481203
NA,PTKNEG,0.0007510326699211416
NA,PKOR,0.00075046904315197
PI,VVPP,0.0007434944237918215
DPOSA,NE,0.0007396449704142012
VAFIN,VVINF,0.0007385524372230429
PTKREL,VVINF,0.0007385524372230429
DPOSN,VVINF,0.0007380073800738007
VKPS,VVINF,0.0007380073800738007
VAPP,VVINF,0.0007374631268436578
KO*,VVINF,0.0007369196757553427
PTKG,VVINF,0.0007358351729212656
VKPP,VVINF,0.0007342143906020558
DRELA,VVINF,0.000731528895391368
VKFIN.konj,VVINF,0.000731528895391368
ADJA<VVPP,NE,0.0007304601899196494
DIS,VVINF,0.00072992700729927
DIN,VVINF,0.0007283321194464676
PRF,VVINF,0.0007272727272727272
DNEGA,VVINF,0.0007168458781362007
PTKA,VVINF,0.0007163323782234957
PNEG,VVINF,0.0007127583749109052
ADJA,DDN,0.0006915629322268327
ADJA,PTKG,0.000689655172413793
ADJA,AVW,0.0006891798759476223
ADJA,VKPP,0.0006882312456985547
