,,Ruzicka
ADJA,VKINF,0.000687757909215956
ADJA,CARDN,0.000687757909215956
ADJA,VVIMP,0.0006854009595613434
ADJA,PTKNEG,0.0006849315068493151
ADJA,VAFIN.konj,0.0006830601092896175
ADJA,AVNEG,0.0006825938566552901
ADJA,PRF,0.0006821282401091405
ADJA,PG,0.0006724949562878278
ADJA,DRELS,0.0006684491978609625
ADJA,DPOSA,0.0006523157208088715
FM,VVINF,0.0006191950464396285
VVFIN.*,XY,0.0005780346820809249
NA,PTKG,0.0005642279480910288
AVW,NA,0.0005641218503196691
AVNEG,NA,0.0005626406601650412
KOKOM,NA,0.0005619029780857839
DDA,NA,0.0005579319323042589
NA,XY,0.0005034401745259272
DPOSN,NA,0.0003763643206624012
NA,VKPS,0.0003763643206624012
NA,VAPP,0.00037629350893697084
DPOSD,NA,0.0003761519653940192
DRELA,NA,0.0003755163349605708
DIS,NA,0.0003753049352598987
DGA,NA,0.00037397157816005983
NA,PTKREL,0.0001881821603312006
NA,VAFIN,0.0001881821603312006
DDSA,NA,0.00018814675446848542
DDN,NA,0.00018814675446848542
NA,PTKANT,0.00018811136192626034
AVG,NA,0.0001880759826970096
KO*,NA,0.0001880759826970096
NA,VKPP,0.00018789928598271326
ADJA<VVPS,NA,0.00018768768768768769
DIN,NA,0.00018751171948246765
NA,PRF,0.00018744142455482662
VAFIN,VVPP,0.0
APPR,VMFIN.konj,0.0
DDSA,VVPP,0.0
DDSA,NE,0.0
APPR,PTKG,0.0
APPR,PKOR,0.0
AVG,VVPP,0.0
NE,VAFIN,0.0
DPOSN,NE,0.0
APPR,DNEGA,0.0
DNEGS,NE,0.0
DPOSD,DRELS,0.0
DID,DRELS,0.0
DRELS,PRF,0.0
DDN,NE,0.0
APPR,DPOSD,0.0
APPR,DID,0.0
DPOSGEN,NE,0.0
ADJN<VVPP,NE,0.0
APPR,VKFIN.konj,0.0
DRELS,VKFIN.konj,0.0
APPR,CARDA,0.0
DRELS,VMFIN.konj,0.0
KO*,NE,0.0
DRELS,PTKZU,0.0
PAVG,VVPP,0.0
PTKREL,VVPP,0.0
CARDN,DRELS,0.0
CARDS,DRELS,0.0
DRELS,PTKG,0.0
NE,PTKREL,0.0
DGN,NE,0.0
DRELS,DWS,0.0
DDD,NE,0.0
NE,PAVG,0.0
ADJS,DRELS,0.0
APPR,DWS,0.0
APPR,XY,0.0
DRELS,PAVAP,0.0
APPR,CARDN,0.0
AVG,NE,0.0
ADJV,DRELS,0.0
DIN,DRELS,0.0
APPR,VMFIN.ind,0.0
DRELS,VKFIN.*,0.0
DRELS,XY,0.0
DRELS,VAFIN.*,0.0
DDD,VVPP,0.0
DRELS,PTKN,0.0
DGN,VVPP,0.0
DRELS,VKFIN.ind,0.0
DPOSN,VVPP,0.0
DRELS,PTKNEG,0.0
KON,VAINF,0.0
APPR,VAFIN.konj,0.0
DDART,DGA,0.0
DNEGS,VAFIN.ind,0.0
KO*,VAFIN.ind,0.0
DDSA,VAFIN.ind,0.0
DDART,VKPP,0.0
AVG,VAFIN.ind,0.0
PAVG,VAFIN.ind,0.0
PTKREL,VAFIN.ind,0.0
DPOSN,VAFIN.ind,0.0
DGN,VAFIN.ind,0.0
DDD,VAFIN.ind,0.0
DDART,VAPP,0.0
AVNEG,DDART,0.0
APPO,DDART,0.0
DPOSGEN,VAFIN.ind,0.0
DIA,VVPP,0.0
PTKN,VVPP,0.0
DDART,VMINF,0.0
ADJN,DDART,0.0
CARDA,VVPP,0.0
CARDN,VVPP,0.0
PTKG,VVPP,0.0
PG,VVPP,0.0
DDART,VVIMP,0.0
DWS,VVPP,0.0
DDART,VAINF,0.0
DDART,PNEG,0.0
DDN,VAFIN.ind,0.0
ADJN<VVPP,VAFIN.ind,0.0
DDART,VAFIN.konj,0.0
DGA,VAFIN.ind,0.0
PAVREL,VAFIN.ind,0.0
DDART,DNEGS,0.0
VAFIN.ind,VKINF,0.0
PNEG,VAFIN.ind,0.0
DDART,DDN,0.0
DDART,DPOSGEN,0.0
ADJN<VVPP,DDART,0.0
ADJN,VAFIN.ind,0.0
VAFIN.ind,VMINF,0.0
APPO,VAFIN.ind,0.0
DRELA,VAFIN.ind,0.0
AVW,DDART,0.0
AVNEG,VAFIN.ind,0.0
DIS,VAFIN.ind,0.0
VAFIN.ind,VAPP,0.0
ADJA<VVPS,DDART,0.0
PTKANT,VAFIN.ind,0.0
DPDS,VAFIN.ind,0.0
DDART,DGS,0.0
VAFIN.ind,VKPS,0.0
DGS,VAFIN.ind,0.0
DDART,VKPS,0.0
ADJA<VVPS,VAFIN.ind,0.0
DDART,PTKANT,0.0
AVW,VAFIN.ind,0.0
ADJA<VVPP,VAFIN.ind,0.0
DDART,VKINF,0.0
DDART,VMFIN.konj,0.0
DDN,VVPP,0.0
APPR,DGS,0.0
APPO,VVPP,0.0
DRELA,VVPP,0.0
DGA,VVPP,0.0
AVNEG,VVPP,0.0
APPR,DDN,0.0
APPR,DPOSGEN,0.0
ADJN<VVPP,APPR,0.0
ADJA<VVPS,APPR,0.0
DPDS,VVPP,0.0
VKPS,VVPP,0.0
DGS,VVPP,0.0
ADJA<VVPS,VVPP,0.0
APPR,VKPS,0.0
APPR,DDSA,0.0
APPR,DPDS,0.0
APPR,PTKANT,0.0
AVW,VVPP,0.0
APPR,VKPP,0.0
APPR,VAPP,0.0
APPR,DGA,0.0
APPR,DRELA,0.0
APPR,VMINF,0.0
ADJN<VVPP,VVPP,0.0
APPR,PNEG,0.0
APPR,VKINF,0.0
DPOSGEN,VVPP,0.0
APPR,DNEGS,0.0
APPR,VAFIN,0.0
DDART,VKFIN.konj,0.0
CARDN,DDART,0.0
DDART,DID,0.0
DIN,VVPP,0.0
DDART,DPOSD,0.0
VVPP,XY,0.0
DDART,XY,0.0
DDART,DIN,0.0
PTKZU,VVPP,0.0
DPOSS,VVPP,0.0
PKOR,VVPP,0.0
ADJS,DDART,0.0
DDART,DWS,0.0
DDART,PTKG,0.0
DDART,VKFIN.ind,0.0
APPR,AVG,0.0
DPOSD,VVPP,0.0
DID,VVPP,0.0
DDART,VAFIN.*,0.0
DDART,VAFIN.ind,0.0
VMFIN.konj,VVPP,0.0
DDART,DNEGA,0.0
DDART,VMFIN.*,0.0
APPR,DDD,0.0
APPR,DGN,0.0
APPR,DPOSN,0.0
DRELS,VVPS,0.0
APPR,PAVG,0.0
APPR,PTKREL,0.0
DPOSD,NE,0.0
DIS,NE,0.0
PTKNEG,VVFIN.ind,0.0
DGS,VVFIN.ind,0.0
ADJA<VVPS,VVFIN.ind,0.0
FM,VAFIN,0.0
DIS,VVFIN.ind,0.0
ADJN<VVPP,VVFIN.ind,0.0
DPOSGEN,VVFIN.ind,0.0
DDN,VVFIN.ind,0.0
DNEGS,VVFIN.ind,0.0
KO*,VVFIN.ind,0.0
DDSA,FM,0.0
FM,KO*,0.0
DDSA,VVFIN.ind,0.0
AVG,VVFIN.ind,0.0
PAVG,VVFIN.ind,0.0
PTKREL,VVFIN.ind,0.0
DNEGS,FM,0.0
DPOSN,VVFIN.ind,0.0
DGN,VVFIN.ind,0.0
DDN,FM,0.0
DDD,VVFIN.ind,0.0
DPOSGEN,FM,0.0
ADJN<VVPP,FM,0.0
DIS,FM,0.0
ADJA<VVPP,FM,0.0
AVW,FM,0.0
VKPS,VVFIN.ind,0.0
DPDS,VVFIN.ind,0.0
PTKANT,VVFIN.ind,0.0
VKINF,VVFIN.ind,0.0
DIN,VVFIN.ind,0.0
VVFIN.ind,XY,0.0
PTKZU,VVFIN.ind,0.0
NA,PTKZU,0.0
PKOR,VVFIN.ind,0.0
DPOSD,VVFIN.ind,0.0
DID,VVFIN.ind,0.0
PRF,VVFIN.ind,0.0
DWS,NA,0.0
PAVREL,VVFIN.ind,0.0
CARDN,NA,0.0
APPO,VVFIN.ind,0.0
AVG,FM,0.0
DNEGA,NA,0.0
DRELA,VVFIN.ind,0.0
DGA,VVFIN.ind,0.0
DDD,FM,0.0
AVNEG,VVFIN.ind,0.0
DGN,FM,0.0
VAPP,VVFIN.ind,0.0
DPOSN,FM,0.0
FM,PTKREL,0.0
FM,PAVG,0.0
VKPP,VVFIN.ind,0.0
ADJA<VVPS,FM,0.0
DGS,FM,0.0
FM,VKPS,0.0
FM,PAVD,0.0
FM,PTKNEG,0.0
DWS,FM,0.0
FM,PG,0.0
FM,PTKG,0.0
ADJV,DDS,0.0
CARDS,FM,0.0
CARDN,FM,0.0
DDS,XY,0.0
DDA,FM,0.0
CARDA,FM,0.0
DDS,PTKZU,0.0
FM,VKFIN.ind,0.0
DIN,FM,0.0
DDS,DPOSD,0.0
DIA,FM,0.0
DDS,DID,0.0
FM,VAFIN.*,0.0
FM,VVPP,0.0
DDS,VKFIN.konj,0.0
DNEGA,FM,0.0
DDS,VMFIN.konj,0.0
DDS,VVPS,0.0
FM,PTKA,0.0
DPOSA,FM,0.0
ADJS,DDS,0.0
DDS,DWS,0.0
FM,PTKANT,0.0
FM,PAVREL,0.0
FM,VKPP,0.0
FM,VAPP,0.0
AVNEG,FM,0.0
DGA,FM,0.0
DRELA,FM,0.0
APPO,FM,0.0
ADJN,FM,0.0
FM,VAINF,0.0
FM,PNEG,0.0
FM,VKINF,0.0
FM,VAFIN.konj,0.0
FM,VVFIN.konj,0.0
FM,VKFIN.*,0.0
FM,VVPS,0.0
FM,VKFIN.konj,0.0
CARDN,DDS,0.0
AVREL,FM,0.0
FM,KOKOM,0.0
DDS,PTKG,0.0
FM,PRF,0.0
DID,FM,0.0
DPOSD,FM,0.0
DPOSS,FM,0.0
FM,PTKZU,0.0
DID,NA,0.0
PI,VVFIN.ind,0.0
DRELS,PTKVZ,0.0
DWS,VVFIN.ind,0.0
DNEGS,DRELS,0.0
NE,VKINF,0.0
DRELS,VAFIN,0.0
NE,PAVREL,0.0
DRELS,PAVG,0.0
DRELS,PTKREL,0.0
DPOSN,DRELS,0.0
DGN,DRELS,0.0
NE,PRF,0.0
DID,NE,0.0
DDART,VAFIN,0.0
DIA,VAFIN.*,0.0
NE,PTKZU,0.0
NE,XY,0.0
PAVD,VAFIN.*,0.0
DIN,NE,0.0
NE,PTKNEG,0.0
PAVAP,VAFIN.*,0.0
NE,PI,0.0
CARDA,VAFIN.*,0.0
DDA,VAFIN.*,0.0
CARDN,VAFIN.*,0.0
DWS,NE,0.0
CARDS,VAFIN.*,0.0
NE,PG,0.0
DDN,DRELS,0.0
DPOSGEN,DRELS,0.0
ADJN<VVPP,DRELS,0.0
NE,PTKANT,0.0
DRELS,VAFIN.konj,0.0
DRELS,VKINF,0.0
DRELS,PNEG,0.0
ADJA<VVPS,NE,0.0
DRELS,VAINF,0.0
DGS,NE,0.0
ADJN,DRELS,0.0
DRELS,VMINF,0.0
NE,VKPS,0.0
APPO,DRELS,0.0
DPDS,NE,0.0
NE,VKPP,0.0
DIS,DRELS,0.0
AVNEG,DRELS,0.0
NE,VAPP,0.0
DRELS,VAPP,0.0
DRELS,VKPP,0.0
DRELS,PTKANT,0.0
AVNEG,NE,0.0
DGA,NE,0.0
DRELS,VKPS,0.0
ADJA<VVPS,DRELS,0.0
APPO,NE,0.0
ADJA<VVPP,DRELS,0.0
NE,PTKG,0.0
NE,PAVD,0.0
NE,PTKN,0.0
DDN,VAFIN.*,0.0
DPDS,VAFIN.*,0.0
VAFIN.*,VKPS,0.0
DGS,NA,0.0
DGS,VAFIN.*,0.0
ADJA<VVPS,VAFIN.*,0.0
AVW,VAFIN.*,0.0
ADJA<VVPP,VAFIN.*,0.0
DIS,VAFIN.*,0.0
DPDS,NA,0.0
ADJN<VVPP,VAFIN.*,0.0
DPOSGEN,VAFIN.*,0.0
DNEGS,VAFIN.*,0.0
ADJN<VVPP,NA,0.0
KO*,VAFIN.*,0.0
DDSA,VAFIN.*,0.0
AVG,VAFIN.*,0.0
PAVG,VAFIN.*,0.0
DGN,VAFIN.*,0.0
DDD,VAFIN.*,0.0
DIA,VVFIN.ind,0.0
PTKN,VVFIN.ind,0.0
PAVD,VVFIN.ind,0.0
CARDN,VVFIN.ind,0.0
PTKG,VVFIN.ind,0.0
PTKANT,VAFIN.*,0.0
DPOSGEN,NA,0.0
NE,VKFIN.ind,0.0
PRF,VAFIN.*,0.0
DWS,VAFIN.*,0.0
DIA,NE,0.0
ADJS,VAFIN.*,0.0
PTKNEG,VAFIN.*,0.0
DNEGA,NE,0.0
DIN,VAFIN.*,0.0
DIART,NE,0.0
VAFIN.*,XY,0.0
PTKZU,VAFIN.*,0.0
PKOR,VAFIN.*,0.0
DID,VAFIN.*,0.0
DDD,NA,0.0
AVNEG,VAFIN.*,0.0
DGN,NA,0.0
VAFIN.*,VVPS,0.0
NA,PAVG,0.0
PTKVZ,VAFIN.*,0.0
PAVREL,VAFIN.*,0.0
PNEG,VAFIN.*,0.0
DNEGS,NA,0.0
ADJN,VAFIN.*,0.0
APPO,VAFIN.*,0.0
DRELA,VAFIN.*,0.0
DGA,VAFIN.*,0.0
PTKVZ,VAFIN.ind,0.0
DNEGA,PAVG,0.0
VAFIN.ind,VVPS,0.0
PTKANT,VMFIN.*,0.0
DIART,PTKN,0.0
DIART,PAVD,0.0
DPOSGEN,PTKA,0.0
ADJN<VVPP,PTKA,0.0
ADJA<VVPP,PTKA,0.0
CARDN,DIART,0.0
AVW,PTKA,0.0
ADJA<VVPS,PTKA,0.0
DIART,PTKG,0.0
DIART,PG,0.0
DGS,PTKA,0.0
PTKA,VKPS,0.0
DIART,DWS,0.0
DPDS,PTKA,0.0
PTKA,PTKANT,0.0
ADJS,DIART,0.0
PTKA,VKPP,0.0
PTKA,VAPP,0.0
PTKA,VMINF,0.0
DIART,DIN,0.0
PTKA,VAINF,0.0
DIART,VKFIN.*,0.0
DIART,XY,0.0
PNEG,PTKA,0.0
PTKA,VKINF,0.0
PTKA,VAFIN.konj,0.0
DIART,PTKZU,0.0
PAVREL,PTKA,0.0
PTKA,VVPS,0.0
DIART,VKFIN.ind,0.0
DNEGS,PTKA,0.0
DDSA,PTKA,0.0
AVG,VMFIN.*,0.0
VKPS,VMFIN.*,0.0
DGS,VMFIN.*,0.0
ADJA<VVPS,VMFIN.*,0.0
AVW,VMFIN.*,0.0
DIS,VMFIN.*,0.0
ADJN<VVPP,VMFIN.*,0.0
DPOSGEN,VMFIN.*,0.0
DDN,VMFIN.*,0.0
DNEGS,VMFIN.*,0.0
AVD,DWS,0.0
KO*,VMFIN.*,0.0
DDSA,VMFIN.*,0.0
AVD,DNEGA,0.0
PAVG,VMFIN.*,0.0
PTKA,VAFIN,0.0
DDD,PTKA,0.0
DPOSN,VMFIN.*,0.0
DGN,VMFIN.*,0.0
DDD,VMFIN.*,0.0
DGN,PTKA,0.0
DPOSN,PTKA,0.0
DIART,VMFIN.ind,0.0
DIART,DNEGA,0.0
DIART,VAFIN.ind,0.0
PAVG,PTKA,0.0
DIART,VAFIN.*,0.0
DIART,VVFIN.ind,0.0
AVG,PTKA,0.0
PTKA,VMFIN.konj,0.0
PTKA,VKFIN.konj,0.0
PRF,PTKA,0.0
ADJA,KO*,0.0
ADJA,PTKREL,0.0
DIART,VAPP,0.0
DIART,VKPP,0.0
DIART,PTKANT,0.0
DIART,DPDS,0.0
DIART,VKPS,0.0
ADJA,PAVG,0.0
ADJA,AVG,0.0
ADJA,VAFIN,0.0
DGS,DIART,0.0
ADJA<VVPS,DIART,0.0
ADJA,DDSA,0.0
AVW,DIART,0.0
ADJA,DNEGS,0.0
ADJA,DPOSN,0.0
ADJA,DPOSGEN,0.0
ADJN<VVPP,DIART,0.0
ADJA,ADJN<VVPP,0.0
DIART,DPOSGEN,0.0
DDN,DIART,0.0
ADJA,DGS,0.0
ADJA,VKPS,0.0
ADJA,DPDS,0.0
ADJA,PTKANT,0.0
DIART,DNEGS,0.0
DIART,KO*,0.0
DDSA,DIART,0.0
DIART,VAFIN,0.0
AVNEG,DIART,0.0
ADJA,DGN,0.0
DPOSD,PTKA,0.0
PTKA,VKFIN.ind,0.0
PTKA,XY,0.0
PTKA,VKFIN.*,0.0
DIART,DID,0.0
PTKA,PTKNEG,0.0
DWS,PTKA,0.0
DIART,KOKOM,0.0
CARDS,PTKA,0.0
DIART,VKFIN.konj,0.0
DIART,VMFIN.konj,0.0
DIART,VVPS,0.0
CARDN,PTKA,0.0
CARDA,PTKA,0.0
PAVD,PTKA,0.0
PTKA,VVPP,0.0
ADJA,DDD,0.0
PTKA,VAFIN.ind,0.0
DIART,PAVREL,0.0
DNEGA,PTKA,0.0
DIART,VAFIN.konj,0.0
DIART,VKINF,0.0
DIART,PNEG,0.0
DIART,VAINF,0.0
DIART,VVIMP,0.0
ADJN,DIART,0.0
DIART,VMINF,0.0
APPO,DIART,0.0
PTKA,VMFIN.ind,0.0
DIART,DRELA,0.0
DPDS,VMFIN.*,0.0
VKPP,VMFIN.*,0.0
ADJA,VAPP,0.0
VAPP,VMFIN.*,0.0
DGN,PPER,0.0
PPER,PTKREL,0.0
DNEGA,VMFIN.*,0.0
PAVG,PPER,0.0
DRELS,VMFIN.*,0.0
AVG,PPER,0.0
PPER,VAFIN,0.0
DDSA,PPER,0.0
KO*,PPER,0.0
DIA,VMFIN.*,0.0
DNEGS,PPER,0.0
DDN,PPER,0.0
PAVD,VMFIN.*,0.0
DPOSGEN,PPER,0.0
PAVAP,VMFIN.*,0.0
CARDA,VMFIN.*,0.0
ADJN<VVPP,PPER,0.0
ADJA<VVPS,PPER,0.0
DGS,PPER,0.0
PPER,VKPS,0.0
CARDN,VMFIN.*,0.0
DPDS,PPER,0.0
CARDS,VMFIN.*,0.0
PPER,PTKANT,0.0
PPER,VKPP,0.0
PPER,VAPP,0.0
AVNEG,PPER,0.0
DRELA,PPER,0.0
PPER,VMINF,0.0
DIART,VMFIN.*,0.0
DDD,KON,0.0
DGN,KON,0.0
KON,XY,0.0
KON,VKINF,0.0
KON,VMINF,0.0
KON,VMFIN.konj,0.0
KON,VKFIN.konj,0.0
DPOSD,KON,0.0
DPOSS,KON,0.0
KON,VAPP,0.0
KON,VKPP,0.0
KON,PTKANT,0.0
DPDS,KON,0.0
KON,VKPS,0.0
DGS,KON,0.0
ADJA<VVPS,KON,0.0
KON,VKFIN.*,0.0
DPOSN,KON,0.0
ADJS,KON,0.0
DWS,KON,0.0
CARDN,KON,0.0
ADJN<VVPP,KON,0.0
DPOSGEN,KON,0.0
DDN,KON,0.0
DNEGS,KON,0.0
KON,VKFIN.ind,0.0
DDSA,KON,0.0
KON,VAFIN,0.0
DDS,VKINF,0.0
DNEGA,KON,0.0
DDD,PPER,0.0
PNEG,PPER,0.0
DWS,VMFIN.*,0.0
PAVREL,PPER,0.0
AVD,VKPS,0.0
KOUS,PRF,0.0
DWS,KOUS,0.0
CARDN,KOUS,0.0
DNEGA,KOUS,0.0
VMFIN.*,VVPS,0.0
AVD,DGN,0.0
AVD,DPOSN,0.0
AVD,VAFIN,0.0
AVD,DNEGS,0.0
AVD,DPOSGEN,0.0
ADJN<VVPP,AVD,0.0
ADJA<VVPS,AVD,0.0
AVD,DGS,0.0
AVD,DPDS,0.0
KOUS,VMINF,0.0
PAVREL,VMFIN.*,0.0
AVD,PTKANT,0.0
AVD,VKPP,0.0
PNEG,VMFIN.*,0.0
AVD,VAPP,0.0
AVD,VKINF,0.0
AVD,VAFIN.konj,0.0
APPO,VMFIN.*,0.0
AVD,PRF,0.0
DRELA,VMFIN.*,0.0
DGA,VMFIN.*,0.0
AVNEG,VMFIN.*,0.0
AVD,DPOSD,0.0
KOUS,VMFIN.konj,0.0
KOUS,VAPP,0.0
PI,VMFIN.*,0.0
PKOR,VMFIN.*,0.0
PPER,VVPS,0.0
KOKOM,PPER,0.0
DID,PPER,0.0
PTKNEG,VMFIN.*,0.0
PKOR,PPER,0.0
PPER,PTKZU,0.0
DIN,VMFIN.*,0.0
DIN,PPER,0.0
DWS,PPER,0.0
CARDN,PPER,0.0
PPER,PTKN,0.0
PTKZU,VMFIN.*,0.0
DGN,KOUS,0.0
DPOSN,KOUS,0.0
KOUS,PTKANT,0.0
KOUS,VAFIN,0.0
DNEGS,KOUS,0.0
DDN,KOUS,0.0
DPOSGEN,KOUS,0.0
DID,VMFIN.*,0.0
ADJN<VVPP,KOUS,0.0
PRF,VMFIN.*,0.0
ADJA<VVPP,KOUS,0.0
ADJA<VVPS,KOUS,0.0
VKFIN.konj,VMFIN.*,0.0
DGS,KOUS,0.0
KOUS,VKPS,0.0
DPDS,KOUS,0.0
AVG,DIART,0.0
ADJA,DGA,0.0
VAFIN.ind,VMFIN.konj,0.0
VKPS,VMFIN.ind,0.0
DDA,DNEGA,0.0
ADJN<VVPP,VVFIN.*,0.0
CARDS,DNEGA,0.0
DNEGA,PTKG,0.0
DNEGA,PG,0.0
DNEGA,DWS,0.0
DNEGA,PI,0.0
ADJS,DNEGA,0.0
ADJA<VVPS,VVFIN.*,0.0
DGS,VVFIN.*,0.0
ADJV,DNEGA,0.0
DIN,DNEGA,0.0
VKPS,VVFIN.*,0.0
DPDS,VVFIN.*,0.0
PTKANT,VVFIN.*,0.0
DNEGA,VKFIN.*,0.0
DNEGA,XY,0.0
AVNEG,VVFIN.*,0.0
DNEGA,PTKZU,0.0
DNEGA,DPOSS,0.0
DNEGA,PKOR,0.0
DNEGA,DPOSD,0.0
DID,DNEGA,0.0
DNEGA,PRF,0.0
DNEGA,KOKOM,0.0
AVREL,DNEGA,0.0
DNEGA,VKFIN.konj,0.0
DNEGA,VMFIN.konj,0.0
DNEGA,VVPS,0.0
DPOSGEN,VVFIN.*,0.0
DDN,VVFIN.*,0.0
DNEGS,VVFIN.*,0.0
AVG,VVFIN.*,0.0
ADJA<VVPS,VMFIN.ind,0.0
DGN,VVFIN.*,0.0
ADJA<VVPP,VMFIN.ind,0.0
DIS,VMFIN.ind,0.0
ADJN<VVPP,VMFIN.ind,0.0
DPOSGEN,VMFIN.ind,0.0
DDN,VMFIN.ind,0.0
DNEGS,VMFIN.ind,0.0
KO*,VMFIN.ind,0.0
DDSA,VMFIN.ind,0.0
VAFIN,VMFIN.ind,0.0
PTKREL,VVFIN.*,0.0
PAVG,VVFIN.*,0.0
PTKREL,VMFIN.ind,0.0
DNEGA,PAVAP,0.0
DPOSN,VMFIN.ind,0.0
DGN,VMFIN.ind,0.0
DDD,VMFIN.ind,0.0
DNEGA,VAFIN.ind,0.0
DNEGA,DRELS,0.0
DNEGA,VAFIN.*,0.0
DNEGA,VVFIN.ind,0.0
ADJD,DNEGA,0.0
DDSA,VVFIN.*,0.0
DNEGA,VKFIN.ind,0.0
DNEGA,PTKN,0.0
KO*,VVFIN.*,0.0
DNEGA,PAVD,0.0
DGA,VVFIN.*,0.0
DRELA,VVFIN.*,0.0
DNEGA,PAVREL,0.0
PTKNEG,VAFIN.ind,0.0
DWS,VVFIN.*,0.0
DIA,VAFIN.ind,0.0
CARDN,VVFIN.*,0.0
PTKN,VAFIN.ind,0.0
PAVD,VAFIN.ind,0.0
PAVAP,VAFIN.ind,0.0
CARDA,VAFIN.ind,0.0
DDA,VAFIN.ind,0.0
CARDN,VAFIN.ind,0.0
CARDS,VAFIN.ind,0.0
PTKG,VAFIN.ind,0.0
DWS,VAFIN.ind,0.0
PI,VAFIN.ind,0.0
DDART,DGN,0.0
DID,VVFIN.*,0.0
DIN,VAFIN.ind,0.0
DDART,DPOSN,0.0
VAFIN.ind,XY,0.0
PTKZU,VAFIN.ind,0.0
DPOSS,VAFIN.ind,0.0
PKOR,VAFIN.ind,0.0
DPOSD,VAFIN.ind,0.0
DID,VAFIN.ind,0.0
DDART,PTKREL,0.0
PRF,VAFIN.ind,0.0
KOKOM,VAFIN.ind,0.0
DDART,PAVG,0.0
AVG,DDART,0.0
DIN,VVFIN.*,0.0
DDD,DNEGA,0.0
DNEGA,VAFIN.konj,0.0
DGS,DNEGA,0.0
DNEGA,VKINF,0.0
DNEGA,VAINF,0.0
DNEGA,VVIMP,0.0
ADJN,DNEGA,0.0
DNEGA,VMINF,0.0
APPO,DNEGA,0.0
DNEGA,DRELA,0.0
DGA,DNEGA,0.0
AVNEG,DNEGA,0.0
DNEGA,VAPP,0.0
DNEGA,VKPP,0.0
DNEGA,DPDS,0.0
DNEGA,VKPS,0.0
ADJA<VVPS,DNEGA,0.0
DGN,DNEGA,0.0
AVW,DNEGA,0.0
ADJA<VVPP,DNEGA,0.0
DIS,DNEGA,0.0
ADJN<VVPP,DNEGA,0.0
DNEGA,DPOSGEN,0.0
DDN,DNEGA,0.0
DNEGA,KO*,0.0
DDSA,DNEGA,0.0
DNEGA,VAFIN,0.0
AVG,DNEGA,0.0
KON,PNEG,0.0
DNEGA,PTKREL,0.0
DNEGA,DPOSN,0.0
DGS,VMFIN.ind,0.0
DDD,VVFIN.*,0.0
ADJA,DRELA,0.0
DPDS,VMFIN.ind,0.0
ADJN<VVPP,DPOSA,0.0
ADJA<VVPP,DPOSA,0.0
PTKANT,VVINF,0.0
DPDS,VVINF,0.0
AVW,DPOSA,0.0
ADJA<VVPS,DPOSA,0.0
DGS,VVINF,0.0
DGS,DPOSA,0.0
ADJA<VVPS,VVINF,0.0
AVW,VVINF,0.0
DPOSA,VKPS,0.0
ADJN<VVPP,VVINF,0.0
DPOSGEN,VVINF,0.0
DPDS,DPOSA,0.0
DPOSA,PTKANT,0.0
DDN,VVINF,0.0
DNEGS,VVINF,0.0
DPOSA,VKPP,0.0
DDSA,VVINF,0.0
AVG,VVINF,0.0
PAVG,VVINF,0.0
DPOSA,VAPP,0.0
DGN,VVINF,0.0
DDD,VVINF,0.0
DNEGA,VMFIN.ind,0.0
AVNEG,DPOSA,0.0
DGA,DPOSA,0.0
DPOSA,DRELA,0.0
APPO,DPOSA,0.0
AVNEG,VVINF,0.0
DGA,VVINF,0.0
DDN,DPOSA,0.0
ADJA,PTKZU,0.0
DIART,PAVG,0.0
DIART,PTKREL,0.0
DIART,DPOSN,0.0
DGN,DIART,0.0
DDD,DIART,0.0
ADJA,PNEG,0.0
ADJA,DID,0.0
PAVD,VVINF,0.0
ADJA,DPOSD,0.0
ADJA,PKOR,0.0
CARDN,VVINF,0.0
ADJA,DPOSS,0.0
DWS,VVINF,0.0
ADJA,DWS,0.0
DNEGS,DPOSA,0.0
VVINF,XY,0.0
PTKZU,VVINF,0.0
DID,VVINF,0.0
ADJA,DNEGA,0.0
PAVREL,VVINF,0.0
DDD,DPOSA,0.0
DGN,DPOSA,0.0
DPOSA,PTKREL,0.0
DPOSA,PAVG,0.0
AVG,DPOSA,0.0
DPOSA,VAFIN,0.0
DDSA,DPOSA,0.0
DPOSA,KO*,0.0
ADJN,DPOSA,0.0
DPOSA,VVIMP,0.0
DPOSA,PNEG,0.0
DPOSA,VVPP,0.0
KOKOM,VMFIN.ind,0.0
CARDS,DPOSA,0.0
VKFIN.konj,VMFIN.ind,0.0
CARDN,DPOSA,0.0
DDA,DPOSA,0.0
CARDA,DPOSA,0.0
VMFIN.ind,VVPS,0.0
DPOSA,PAVD,0.0
DPOSA,PTKN,0.0
DDS,DPOSA,0.0
VAFIN.konj,VMFIN.ind,0.0
VKINF,VMFIN.ind,0.0
DPOSA,DRELS,0.0
DPOSA,VAFIN.ind,0.0
DID,VMFIN.ind,0.0
PNEG,VMFIN.ind,0.0
DNEGA,DPOSA,0.0
VMFIN.ind,VVIMP,0.0
ADJN,VMFIN.ind,0.0
DPOSA,VMFIN.ind,0.0
APPO,VMFIN.ind,0.0
DRELA,VMFIN.ind,0.0
DGA,VMFIN.ind,0.0
AVNEG,VMFIN.ind,0.0
VAPP,VMFIN.ind,0.0
DPOSA,KON,0.0
