,,Ruzicka
VAFIN,VMINF,0.0
DDSA,VMINF,0.0
KO*,VMINF,0.0
DNEGS,VMINF,0.0
DDN,VMINF,0.0
DPOSGEN,VMINF,0.0
DIS,VMINF,0.0
DRELA,PTKANT,0.0
AVW,VMINF,0.0
ADJA<VVPS,VMINF,0.0
DGS,VMINF,0.0
VKPS,VMINF,0.0
DPDS,VMINF,0.0
PTKANT,VMINF,0.0
VKPP,VMINF,0.0
VAPP,VMINF,0.0
AVNEG,VMINF,0.0
DGA,VMINF,0.0
DRELA,VMINF,0.0
APPO,VMINF,0.0
APPO,DRELA,0.0
APPO,DGA,0.0
APPO,AVNEG,0.0
APPO,VAPP,0.0
DRELA,VKPP,0.0
DRELA,VAPP,0.0
AVNEG,DRELA,0.0
APPO,DDD,0.0
APPO,DGN,0.0
APPO,DPOSN,0.0
APPO,PTKREL,0.0
APPO,PAVG,0.0
APPO,AVG,0.0
APPO,VAFIN,0.0
APPO,DDSA,0.0
APPO,KO*,0.0
APPO,DNEGS,0.0
APPO,DDN,0.0
APPO,DPOSGEN,0.0
ADJN<VVPP,APPO,0.0
APPO,DIS,0.0
ADJA<VVPP,APPO,0.0
APPO,AVW,0.0
ADJA<VVPS,APPO,0.0
APPO,DGS,0.0
APPO,VKPS,0.0
APPO,DPDS,0.0
APPO,PTKANT,0.0
APPO,VKPP,0.0
PAVG,PTKZU,0.0
PTKZU,VAFIN,0.0
DDS,VAINF,0.0
CARDA,DRELA,0.0
CARDA,DPOSGEN,0.0
ADJN<VVPP,CARDA,0.0
ADJA<VVPP,CARDA,0.0
AVW,CARDA,0.0
ADJA<VVPS,CARDA,0.0
CARDA,DGS,0.0
CARDA,VKPS,0.0
CARDA,DPDS,0.0
CARDA,PTKANT,0.0
CARDA,VKPP,0.0
CARDA,VAPP,0.0
AVNEG,CARDA,0.0
APPO,CARDA,0.0
CARDA,DNEGS,0.0
CARDA,VMINF,0.0
ADJN,CARDA,0.0
CARDA,VVIMP,0.0
CARDA,VAINF,0.0
CARDA,VKINF,0.0
CARDA,VAFIN.konj,0.0
CARDA,PAVREL,0.0
CARDA,VVPS,0.0
CARDA,VMFIN.konj,0.0
AVREL,CARDA,0.0
CARDA,PRF,0.0
CARDA,DID,0.0
CARDA,DDN,0.0
CARDA,KO*,0.0
DDA,PTKVZ,0.0
ADJV,DDA,0.0
DDA,VVPS,0.0
DDA,VMFIN.konj,0.0
DDA,VKFIN.konj,0.0
DDA,KOKOM,0.0
DDA,PRF,0.0
DDA,DID,0.0
DDA,DPOSD,0.0
DDA,DPOSS,0.0
DDA,PTKZU,0.0
DDA,XY,0.0
DDA,VKFIN.*,0.0
DDA,DIN,0.0
DDA,PTKNEG,0.0
CARDA,DDSA,0.0
ADJS,DDA,0.0
DDA,DWS,0.0
DDA,PTKG,0.0
CARDS,DDA,0.0
CARDN,DDA,0.0
CARDA,DDD,0.0
CARDA,DGN,0.0
CARDA,DPOSN,0.0
CARDA,PTKREL,0.0
CARDA,PAVG,0.0
AVG,CARDA,0.0
CARDA,VAFIN,0.0
CARDA,DPOSD,0.0
CARDA,PTKZU,0.0
CARDA,VKFIN.*,0.0
CARDA,PAVAP,0.0
PAVAP,VMFIN.konj,0.0
PAVAP,VKFIN.konj,0.0
DID,PAVAP,0.0
PAVAP,PKOR,0.0
PAVAP,XY,0.0
PAVAP,VKFIN.*,0.0
DIN,PAVAP,0.0
DWS,PAVAP,0.0
PAVAP,PG,0.0
PAVAP,PTKG,0.0
CARDN,PAVAP,0.0
DDA,PAVAP,0.0
DDD,PAVD,0.0
CARDA,DIN,0.0
DGN,PAVD,0.0
DPOSN,PAVD,0.0
PAVD,PTKREL,0.0
PAVD,VAFIN,0.0
DDSA,PAVD,0.0
DNEGS,PAVD,0.0
DDN,PAVD,0.0
DPOSGEN,PAVD,0.0
ADJN<VVPP,PAVD,0.0
DIS,PAVD,0.0
ADJA<VVPP,PAVD,0.0
ADJA<VVPS,PAVD,0.0
PAVAP,VAFIN.konj,0.0
PAVAP,VKINF,0.0
PAVAP,PNEG,0.0
PAVAP,VAINF,0.0
CARDA,DWS,0.0
CARDA,PG,0.0
CARDA,DDA,0.0
DDD,PAVAP,0.0
DGN,PAVAP,0.0
DPOSN,PAVAP,0.0
PAVAP,PTKREL,0.0
PAVAP,VAFIN,0.0
DDSA,PAVAP,0.0
KO*,PAVAP,0.0
DNEGS,PAVAP,0.0
DDN,PAVAP,0.0
DPOSGEN,PAVAP,0.0
ADJN<VVPP,PAVAP,0.0
ADJA<VVPS,PAVAP,0.0
DGS,PAVAP,0.0
PAVAP,VKPS,0.0
DPDS,PAVAP,0.0
PAVAP,PTKANT,0.0
PAVAP,VKPP,0.0
PAVAP,VAPP,0.0
AVNEG,PAVAP,0.0
DGA,PAVAP,0.0
DRELA,PAVAP,0.0
PAVAP,VMINF,0.0
DDA,VVFIN.konj,0.0
DDA,PAVREL,0.0
CARDS,DGS,0.0
CARDN,DIS,0.0
CARDN,DGN,0.0
CARDN,DPOSN,0.0
CARDN,PTKREL,0.0
CARDN,PAVG,0.0
AVG,CARDN,0.0
CARDN,VAFIN,0.0
CARDN,DDSA,0.0
CARDN,KO*,0.0
CARDN,DNEGS,0.0
CARDN,DDN,0.0
CARDN,DPOSGEN,0.0
ADJN<VVPP,CARDN,0.0
ADJA<VVPP,CARDN,0.0
CARDS,PG,0.0
AVW,CARDN,0.0
ADJA<VVPS,CARDN,0.0
CARDN,DGS,0.0
CARDN,VKPS,0.0
CARDN,DPDS,0.0
CARDN,PTKANT,0.0
CARDN,VKPP,0.0
CARDN,VAPP,0.0
AVNEG,CARDN,0.0
CARDN,DGA,0.0
CARDN,DRELA,0.0
APPO,CARDN,0.0
CARDN,DDD,0.0
CARDS,DWS,0.0
DDA,VAFIN.konj,0.0
CARDS,VKINF,0.0
CARDS,DPDS,0.0
CARDS,PTKANT,0.0
CARDS,VKPP,0.0
CARDS,VAPP,0.0
AVNEG,CARDS,0.0
CARDS,DGA,0.0
CARDS,DRELA,0.0
APPO,CARDS,0.0
CARDS,VMINF,0.0
ADJN,CARDS,0.0
CARDS,VVIMP,0.0
CARDS,VAINF,0.0
CARDS,VAFIN.konj,0.0
CARDS,DIN,0.0
CARDS,PAVREL,0.0
CARDS,VVPS,0.0
CARDS,VMFIN.konj,0.0
AVREL,CARDS,0.0
CARDS,KOKOM,0.0
CARDS,DID,0.0
CARDS,DPOSD,0.0
CARDS,PKOR,0.0
CARDS,DPOSS,0.0
CARDS,PTKZU,0.0
CARDS,XY,0.0
CARDS,VKFIN.*,0.0
CARDN,VMINF,0.0
ADJN,CARDN,0.0
CARDN,VVIMP,0.0
DDA,VKPS,0.0
DDA,PAVG,0.0
AVG,DDA,0.0
DDA,VAFIN,0.0
DDA,DDSA,0.0
DDA,DNEGS,0.0
DDA,DDN,0.0
DDA,DPOSGEN,0.0
ADJN<VVPP,DDA,0.0
DDA,DIS,0.0
AVW,DDA,0.0
ADJA<VVPS,DDA,0.0
DDA,DGS,0.0
DDA,DPDS,0.0
CARDN,VAINF,0.0
DDA,PTKANT,0.0
DDA,VKPP,0.0
DDA,VAPP,0.0
AVNEG,DDA,0.0
DDA,DGA,0.0
APPO,DDA,0.0
DDA,VMINF,0.0
ADJN,DDA,0.0
DDA,VVIMP,0.0
DDA,VAINF,0.0
DDA,PNEG,0.0
DDA,VKINF,0.0
DDA,PTKREL,0.0
DDA,DPOSN,0.0
DDA,DGN,0.0
DDA,DDD,0.0
CARDN,VKINF,0.0
CARDN,VAFIN.konj,0.0
CARDN,PAVREL,0.0
CARDN,PTKVZ,0.0
CARDN,VVFIN.konj,0.0
CARDN,VVPS,0.0
CARDN,VMFIN.konj,0.0
CARDN,VKFIN.konj,0.0
AVREL,CARDN,0.0
CARDN,KOKOM,0.0
CARDN,PRF,0.0
CARDN,DID,0.0
CARDN,DPOSD,0.0
CARDN,PKOR,0.0
CARDN,DPOSS,0.0
CARDN,PTKZU,0.0
CARDN,XY,0.0
CARDN,VKFIN.*,0.0
CARDN,DIN,0.0
CARDN,OA,0.0
CARDN,PTKNEG,0.0
ADJS,CARDN,0.0
CARDN,DWS,0.0
CARDN,PG,0.0
CARDN,PTKG,0.0
DGS,PAVD,0.0
PAVD,VKPS,0.0
DPDS,PAVD,0.0
DIA,PAVREL,0.0
DIA,DPDS,0.0
DIA,PTKANT,0.0
DIA,VKPP,0.0
DIA,VAPP,0.0
APPO,DIA,0.0
DIA,VMINF,0.0
ADJN,DIA,0.0
DIA,VVIMP,0.0
DIA,VAINF,0.0
DIA,PNEG,0.0
DIA,VKINF,0.0
DIA,VAFIN.konj,0.0
DIA,PTKVZ,0.0
ADJA<VVPS,DIA,0.0
DIA,VVPS,0.0
DIA,VMFIN.konj,0.0
DIA,VKFIN.konj,0.0
AVREL,DIA,0.0
DIA,PRF,0.0
DIA,DPOSD,0.0
DIA,PKOR,0.0
DIA,PTKZU,0.0
DIA,XY,0.0
DIA,VKFIN.*,0.0
ADJV,DIA,0.0
DIA,PTKNEG,0.0
DIA,VKPS,0.0
AVW,DIA,0.0
PAVD,PTKANT,0.0
PAVD,VKFIN.ind,0.0
DIN,VKFIN.ind,0.0
ADJV,VKFIN.ind,0.0
PTKNEG,VKFIN.ind,0.0
ADJS,VKFIN.ind,0.0
PI,VKFIN.ind,0.0
DWS,VKFIN.ind,0.0
PTKG,VKFIN.ind,0.0
CARDS,VKFIN.ind,0.0
CARDN,VKFIN.ind,0.0
DDA,VKFIN.ind,0.0
CARDA,VKFIN.ind,0.0
PAVAP,VKFIN.ind,0.0
PTKN,VKFIN.ind,0.0
ADJA<VVPP,DIA,0.0
DDD,DIA,0.0
DGN,DIA,0.0
DIA,DPOSN,0.0
DIA,PTKREL,0.0
DIA,PAVG,0.0
AVG,DIA,0.0
DIA,VAFIN,0.0
DDSA,DIA,0.0
DIA,KO*,0.0
DIA,DNEGS,0.0
DIA,DPOSGEN,0.0
ADJN<VVPP,DIA,0.0
DIA,DWS,0.0
DIA,PTKG,0.0
CARDN,DIA,0.0
ADJN<VVPP,DDS,0.0
ADJD,PG,0.0
ADJD,PTKG,0.0
ADJD,CARDN,0.0
DDS,DGN,0.0
DDS,DPOSN,0.0
DDS,PTKREL,0.0
DDS,PAVG,0.0
AVG,DDS,0.0
DDS,VAFIN,0.0
DDS,DNEGS,0.0
DDN,DDS,0.0
DDS,DPOSGEN,0.0
AVW,DDS,0.0
DIA,PAVD,0.0
ADJA<VVPS,DDS,0.0
DDS,DGS,0.0
DDS,VKPS,0.0
DDS,PTKANT,0.0
DDS,VKPP,0.0
DDS,VAPP,0.0
AVNEG,DDS,0.0
DDS,DGA,0.0
APPO,DDS,0.0
DDS,VMINF,0.0
ADJN,DDS,0.0
DDS,VVIMP,0.0
ADJD,DWS,0.0
ADJD,PTKZU,0.0
ADJD,PKOR,0.0
ADJD,DPOSD,0.0
DIA,VKFIN.ind,0.0
ADJD,DDD,0.0
ADJD,DGN,0.0
ADJD,DPOSN,0.0
ADJD,PTKREL,0.0
ADJD,PAVG,0.0
ADJD,AVG,0.0
ADJD,VAFIN,0.0
ADJD,DDSA,0.0
ADJD,KO*,0.0
ADJD,DNEGS,0.0
ADJD,DPOSGEN,0.0
ADJD,ADJN<VVPP,0.0
ADJD,DGS,0.0
ADJD,VKPS,0.0
ADJD,DPDS,0.0
ADJD,PTKANT,0.0
ADJD,VAPP,0.0
ADJD,DGA,0.0
ADJD,DRELA,0.0
ADJD,VMINF,0.0
ADJD,VAINF,0.0
ADJD,VKINF,0.0
ADJD,VMFIN.konj,0.0
ADJD,DID,0.0
VKFIN.ind,XY,0.0
PTKZU,VKFIN.ind,0.0
PKOR,VKFIN.ind,0.0
DDSA,PTKN,0.0
PAVD,PI,0.0
DWS,PAVD,0.0
PAVD,PTKG,0.0
CARDS,PAVD,0.0
CARDN,PAVD,0.0
CARDA,PAVD,0.0
DDD,PTKN,0.0
DGN,PTKN,0.0
DPOSN,PTKN,0.0
PAVG,PTKN,0.0
AVG,PTKN,0.0
PTKN,VAFIN,0.0
DNEGS,PTKN,0.0
PTKN,VMINF,0.0
DPOSGEN,PTKN,0.0
ADJN<VVPP,PTKN,0.0
ADJA<VVPP,PTKN,0.0
AVW,PTKN,0.0
ADJA<VVPS,PTKN,0.0
DGS,PTKN,0.0
PTKN,VKPS,0.0
DPDS,PTKN,0.0
PTKANT,PTKN,0.0
PTKN,VKPP,0.0
PTKN,VAPP,0.0
DRELA,PTKN,0.0
ADJS,PAVD,0.0
PAVD,PTKNEG,0.0
ADJV,PAVD,0.0
DIN,PAVD,0.0
PAVD,VKPP,0.0
PAVD,VAPP,0.0
AVNEG,PAVD,0.0
DGA,PAVD,0.0
DRELA,PAVD,0.0
APPO,PAVD,0.0
PAVD,VMINF,0.0
ADJN,PAVD,0.0
PAVD,VVIMP,0.0
PAVD,VAINF,0.0
PAVD,PNEG,0.0
PAVD,VKINF,0.0
PAVD,VAFIN.konj,0.0
PAVD,VVFIN.konj,0.0
PAVD,VVPS,0.0
PAVD,VMFIN.konj,0.0
PAVD,VKFIN.konj,0.0
KOKOM,PAVD,0.0
PAVD,PRF,0.0
DID,PAVD,0.0
DPOSD,PAVD,0.0
DPOSS,PAVD,0.0
PAVD,PTKZU,0.0
PAVD,XY,0.0
PAVD,VKFIN.*,0.0
APPO,PTKN,0.0
PTKN,VAINF,0.0
DID,VKFIN.ind,0.0
DGA,VKFIN.ind,0.0
DPOSGEN,VKFIN.ind,0.0
ADJN<VVPP,VKFIN.ind,0.0
DIS,VKFIN.ind,0.0
ADJA<VVPP,VKFIN.ind,0.0
AVW,VKFIN.ind,0.0
ADJA<VVPS,VKFIN.ind,0.0
DGS,VKFIN.ind,0.0
VKFIN.ind,VKPS,0.0
DPDS,VKFIN.ind,0.0
PTKANT,VKFIN.ind,0.0
VAPP,VKFIN.ind,0.0
AVNEG,VKFIN.ind,0.0
DRELA,VKFIN.ind,0.0
PNEG,PTKN,0.0
APPO,VKFIN.ind,0.0
VKFIN.ind,VMINF,0.0
ADJN,VKFIN.ind,0.0
VKFIN.ind,VVIMP,0.0
PNEG,VKFIN.ind,0.0
PAVREL,VKFIN.ind,0.0
PTKVZ,VKFIN.ind,0.0
VKFIN.ind,VVPS,0.0
